Start Time,Period (min),NE Name,Cell,L.RA.TA.UE.Index0 (None),L.RA.GrpA.Att (None),L.RA.GrpA.Resp (None),L.RA.GrpA.ContResolution (None),L.RA.GrpB.Att (None),L.RA.GrpB.Resp (None),L.RA.GrpB.ContResolution (None),L.RRC.ConnReq.Msg (None),L.RRC.ConnReq.Att (None),L.RRC.ConnReq.Att.Emc (None),L.RRC.ConnReq.Att.HighPri (None),L.RRC.ConnReq.Att.Mt (None),L.RRC.ConnReq.Att.MoSig (None),L.RRC.ConnReq.Att.MoData (None),L.RRC.ConnSetup (None),L.RRC.ConnReq.Succ (None),L.RRC.ConnReq.Succ.Emc (None),L.RRC.ConnReq.Succ.HighPri (None),L.RRC.ConnReq.Succ.Mt (None),L.RRC.ConnReq.Succ.MoSig (None),L.RRC.ConnReq.Succ.MoData (None),L.RRC.ConnReq.Att.DelayTol (None),L.RRC.ConnReq.Succ.DelayTol (None),L.RRC.ConnSetup.TimeAvg (ms),L.RRC.ConnReq.Msg.disc.FlowCtrl (None),L.RRC.ConnReq.Msg.disc.Illegal (None),L.RRC.SetupFail.NoReply (None),L.RRC.SetupFail.Rej (None),L.RRC.SetupFail.Rej.FlowCtrl (None),L.RRC.SetupFail.Rej.ForbidAc (None),L.RRC.SetupFail.Rej.MMEOverload (None),L.RRC.SetupFail.Rej.Other (None),L.RRC.SetupFail.ResFail (None),L.RRC.SetupFail.ResFail.CellBarred (None),L.RRC.SetupFail.ResFail.Other (None),L.RRC.SetupFail.ResFail.PUCCH (None),L.RRC.SetupFail.ResFail.SRS (None),L.RRC.SetupFail.ResFail.UserSpec (None),L.RRC.ConnReq.Max (None),L.S1Sig.ConnEst.Att (None),L.S1Sig.ConnEst.Succ (None),L.E-RAB.InitAttEst (None),L.E-RAB.InitSuccEst (None),L.E-RAB.SuccEst (None),L.E-RAB.AttEst (None),L.E-RAB.FailEst.MME (None),L.E-RAB.FailEst.TNL (None),L.E-RAB.FailEst.RNL (None),L.E-RAB.FailEst.X2AP (None),L.E-RAB.FailEst.Other (None),L.E-RAB.AbnormRel (None),L.E-RAB.NormRel (None),L.E-RAB.AbnormRel.Radio (None),L.E-RAB.AbnormRel.TNL (None),L.E-RAB.AbnormRel.Cong (None),L.E-RAB.AbnormRel.HOFailure (None),L.E-RAB.AbnormRel.MME (None),L.RA.TA.UE.Index1 (None),L.RA.TA.UE.Index10 (None),L.RA.TA.UE.Index11 (None),L.RA.TA.UE.Index2 (None),L.RA.TA.UE.Index3 (None),L.RA.TA.UE.Index4 (None),L.RA.TA.UE.Index5 (None),L.RA.TA.UE.Index6 (None),L.RA.TA.UE.Index7 (None),L.RA.TA.UE.Index8 (None),L.RA.TA.UE.Index9 (None),L.ChMeas.CQI.DL.0 (None),L.ChMeas.CQI.DL.1 (None),L.ChMeas.CQI.DL.10 (None),L.ChMeas.CQI.DL.11 (None),L.ChMeas.CQI.DL.12 (None),L.ChMeas.CQI.DL.13 (None),L.ChMeas.CQI.DL.14 (None),L.ChMeas.CQI.DL.15 (None),L.ChMeas.CQI.DL.2 (None),L.ChMeas.CQI.DL.3 (None),L.ChMeas.CQI.DL.4 (None),L.ChMeas.CQI.DL.5 (None),L.ChMeas.CQI.DL.6 (None),L.ChMeas.CQI.DL.7 (None),L.ChMeas.CQI.DL.8 (None),L.ChMeas.CQI.DL.9 (None),L.UL.Interference.Avg (dBm),L.UL.Interference.Max (dBm),L.UL.Interference.Min (dBm),L.Cell.Avail.Dur (s),L.Cell.Unavail.Dur.Sys (s),L.Cell.Unavail.Dur.Manual (s),L.Cell.Unavail.Dur.EnergySaving (s),L.Cell.Unavail.Dur.Sys.S1Fail (s),L.Traffic.User.Avg (None),L.Traffic.User.Max (None)
7/13/2021 10:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",84,3245,3245,1791,136,136,83,1798,1796,0,0,586,588,622,1796,1789,0,0,586,582,621,0,0,53,0,NIL,7,0,0,0,0,0,0,0,0,0,0,0,5,1789,1789,1947,1936,2229,2240,11,0,0,0,0,20,4065,20,0,0,0,0,0,0,0,128,147,126,283,3587,136,0,0,24176,22818,256994,220239,198990,163875,99268,279887,24509,71479,116802,175625,221446,292384,329777,270404,-120,-95,-122,3600,0,0,0,0,17.372,33
7/13/2021 11:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",0,89,89,42,3,3,2,29,29,0,0,2,22,5,29,29,0,0,2,22,5,0,0,167,0,NIL,0,0,0,0,0,0,0,0,0,0,0,0,14,29,29,13,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,46,4,0,0,19,1,719,981,1846,307,406,554,2,0,108,508,691,386,441,411,-112,-108,-118,5,30,0,0,0,11.2,30
7/13/2021 12:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",47,44747,44744,16784,5569,5569,1169,15674,15415,0,0,4350,5948,5117,15415,14775,0,0,4311,5419,5045,0,0,398,0,NIL,629,11,0,0,0,11,0,0,0,0,0,0,70,14775,14759,15217,13561,15919,17576,1645,0,12,0,0,159,23187,159,0,0,0,5,19,0,0,368,304,850,1039,18683,2947,0,0,49767,42543,769812,794842,781689,630979,464851,1063646,40291,111556,153223,273026,416139,631146,780495,721110,-118,-87,-122,3600,0,0,0,0,169.582,358
7/13/2021 13:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",27,45318,45314,16598,4253,4253,1273,15939,15835,0,0,4446,5456,5933,15834,15595,0,0,4431,5280,5884,0,0,291,0,NIL,236,4,0,0,0,3,1,1,0,0,0,0,59,15594,15204,16315,13621,15821,18517,1400,1288,8,0,0,156,24648,148,8,0,0,4,17,0,0,206,256,576,940,19543,3436,0,0,38011,40928,712569,738467,756654,580077,443075,1072117,30466,78965,147656,292422,401210,566944,704808,697156,-118,-93,-122,3600,0,0,0,0,168.167,249
7/13/2021 14:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",18,38678,38678,13165,3637,3636,975,12315,12291,0,0,3804,4157,4330,12291,12231,0,0,3801,4112,4318,0,0,162,0,NIL,60,0,0,0,0,0,0,0,0,0,0,0,15,12232,12203,13161,12681,14449,14933,479,0,5,0,0,132,21803,132,0,0,0,1,23,0,0,123,227,712,858,14727,3271,0,0,38601,38272,730180,753024,731995,542854,375426,820878,42476,107937,165650,308659,426998,558682,710402,698523,-118,-92,-122,3600,0,0,0,0,132.726,182
7/13/2021 15:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",5,39251,39248,13874,3599,3599,1011,13207,13190,0,0,4184,4399,4607,13190,13129,0,0,4181,4358,4590,0,0,192,0,NIL,61,0,0,0,0,0,0,0,0,0,0,0,13,13129,13107,14386,13646,15512,16253,734,0,7,0,0,104,23892,102,0,0,2,2,12,0,0,101,228,693,1119,16102,3234,0,0,37152,31533,695706,742881,669669,495086,390648,858800,31977,89127,156006,223794,329333,552231,763625,694533,-119,-90,-122,3600,0,0,0,0,151.323,199
7/13/2021 16:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",29,45226,45225,14072,3700,3700,1354,13455,13416,0,0,4263,4425,4728,13416,13337,0,0,4255,4371,4711,0,0,205,0,NIL,79,0,0,0,0,0,0,0,0,0,0,0,13,13337,13314,14402,13550,15461,16313,847,0,5,0,0,104,24174,103,1,0,0,2,13,0,0,140,246,588,957,17007,3406,0,0,30121,40638,781331,809743,721555,511008,327723,560170,30512,86456,159053,269082,428496,582479,745730,771056,-118,-69,-122,3600,0,0,0,0,153.106,222
7/13/2021 17:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",74,44928,44927,15248,3112,3112,695,14595,14570,0,0,4650,4996,4924,14570,14450,0,0,4642,4904,4904,0,0,296,0,NIL,120,0,0,0,0,0,0,0,0,0,0,0,12,14449,14415,15679,13891,15896,17685,1783,0,6,0,0,149,24823,149,0,0,0,0,30,0,0,130,326,528,1035,17430,3430,0,0,46207,39798,795996,799359,814274,695489,452670,508719,37563,98750,156881,278423,385044,565354,834753,781678,-118,-88,-122,3600,0,0,0,0,172.067,228
7/13/2021 18:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",13,42358,42357,14739,2395,2395,312,13966,13940,0,0,4722,4692,4526,13940,13866,0,0,4720,4632,4514,0,0,192,0,NIL,74,0,0,0,0,0,0,0,0,0,0,0,16,13869,13852,15235,14190,16345,17393,1046,0,2,0,0,94,24854,92,1,0,1,1,16,0,0,157,331,327,1192,16728,2868,0,0,40557,34079,776734,818673,813603,567812,374279,493406,34671,99959,156708,252104,379156,581010,670990,712608,-119,-85,-122,3600,0,0,0,0,160.363,224
7/13/2021 19:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",22,35428,35428,13960,1676,1676,356,13302,13282,0,0,4688,4141,4453,13282,13222,0,0,4683,4094,4445,0,0,182,0,NIL,60,0,0,0,0,0,0,0,0,0,0,0,14,13222,13196,15212,14384,16594,17424,827,0,3,0,0,80,24927,80,0,0,0,2,20,0,0,185,201,333,1224,15892,2560,0,0,35710,30056,746715,807789,786022,588461,359734,403661,34188,86661,138145,249987,423469,608144,707404,700183,-119,-92,-122,3600,0,0,0,0,148.303,200
7/13/2021 20:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",5,35208,35207,12840,2165,2165,660,12356,12339,0,0,4674,3966,3699,12339,12269,0,0,4672,3910,3687,0,0,146,0,NIL,70,0,0,0,0,0,0,0,0,0,0,0,12,12269,12245,13998,13536,15435,15898,457,0,6,0,0,107,21549,107,0,0,0,3,25,0,0,131,191,235,1053,14374,2145,0,0,31525,43292,841509,873439,796259,577554,364498,415822,54544,113201,196760,315606,422725,648128,787378,740181,-119,-95,-122,3600,0,0,0,0,124.385,170
7/13/2021 21:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",9,37927,37925,11876,2465,2464,890,11345,11331,0,0,4512,3380,3439,11331,11308,0,0,4509,3360,3439,0,0,92,0,NIL,23,0,0,0,0,0,0,0,0,0,0,0,13,11308,11289,13559,13410,15074,15227,150,0,3,0,0,68,21284,68,0,0,0,4,9,0,0,156,274,259,1006,13442,2135,0,0,26525,28269,664519,691188,730877,510427,329473,364464,31875,84564,154185,270023,386334,500410,671250,631263,-119,-91,-122,3600,0,0,0,0,102.879,148
7/13/2021 22:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",4,30089,30090,10731,1782,1782,772,10364,10358,0,0,4307,2796,3255,10358,10346,0,0,4304,2791,3251,0,0,71,0,NIL,12,0,0,0,0,0,0,0,0,0,0,0,12,10346,10336,12914,12829,14284,14371,86,0,1,0,0,28,18542,28,0,0,0,1,29,0,0,118,117,365,780,11393,1737,0,0,20283,16599,460439,550209,556714,337207,209814,217451,17567,49379,112256,255628,244589,297610,415738,437347,-120,-88,-122,3600,0,0,0,0,75.968,113
7/13/2021 23:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",2,22867,22867,8799,838,838,271,8573,8550,0,0,3748,2092,2710,8550,8547,0,0,3748,2090,2709,0,0,64,0,NIL,2,1,0,0,0,1,0,0,0,0,0,0,11,8547,8539,11450,11402,12407,12456,49,0,0,0,0,39,15082,39,0,0,0,0,10,0,0,61,60,383,613,8654,1247,0,0,22257,15024,368490,416643,473655,297679,235433,240555,15708,39003,76766,193190,235487,272553,305460,336706,-120,-100,-122,3600,0,0,0,0,57.077,87
7/14/2021 0:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",5,26736,26736,7607,892,892,161,7551,7548,0,0,3518,1793,2237,7548,7547,0,0,3518,1792,2237,0,0,59,0,NIL,1,0,0,0,0,0,0,0,0,0,0,0,8,7547,7542,10408,10374,11168,11203,34,0,1,0,0,22,13417,22,0,0,0,0,10,0,0,66,58,525,599,6975,1017,0,0,20198,10464,464398,398296,402630,316831,198911,459081,8663,21789,46299,149191,228618,269180,400446,391465,-120,-94,-122,3600,0,0,0,0,49.27,79
7/14/2021 1:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",2,31429,31429,7120,974,974,115,7015,7011,0,0,3194,1692,2125,7011,7005,0,0,3194,1686,2125,0,0,68,0,NIL,6,0,0,0,0,0,0,0,0,0,0,0,9,7005,7002,9561,9518,10234,10284,50,0,0,0,0,19,12203,19,0,0,0,0,3,0,0,34,65,505,537,6519,931,0,0,15689,4742,328268,435195,350681,226319,152344,252844,13389,27890,35023,124585,222973,243543,288733,296316,-120,-100,-122,3600,0,0,0,0,41.107,63
7/14/2021 2:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",4,20267,20267,6425,555,555,138,6445,6436,0,0,3146,1339,1951,6436,6428,0,0,3146,1334,1948,0,0,54,0,NIL,8,0,0,0,0,0,0,0,0,0,0,0,7,6428,6415,9080,9053,9653,9681,26,0,2,0,0,17,11175,17,0,0,0,0,5,0,0,26,43,321,430,5841,880,0,0,13474,3691,318766,357750,416046,278124,196584,450175,5265,28130,43763,68206,167849,188893,297437,333499,-120,-101,-122,3600,0,0,0,0,39.395,58
7/14/2021 3:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",2,17792,17791,6597,423,423,136,6569,6568,0,0,3184,1359,2025,6568,6561,0,0,3183,1354,2024,0,0,49,0,NIL,7,0,0,0,0,0,0,0,0,0,0,0,9,6561,6558,9260,9246,9984,9998,14,0,0,0,0,28,11240,28,0,0,0,0,4,0,0,7,56,162,397,5862,1124,0,0,11009,5312,329855,378147,361836,400284,206533,423118,7090,24284,33030,83756,190623,236716,251085,252482,-120,-101,-122,3600,0,0,0,0,37.967,53
7/14/2021 4:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",0,16071,16071,7169,304,304,24,7124,7123,0,0,3187,1433,2503,7123,7119,0,0,3187,1430,2502,0,0,39,0,NIL,4,0,0,0,0,0,0,0,0,0,0,0,10,7119,7118,10208,10201,10933,10941,7,0,1,0,0,6,12514,6,0,0,0,0,6,0,0,18,24,211,408,6638,1017,0,0,15690,13232,396941,359413,311157,176246,143135,295407,14330,38206,39334,80499,213974,288427,288798,305204,-120,-99,-122,3600,0,0,0,0,37.657,59
7/14/2021 5:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",2,18031,18028,8141,332,332,18,7996,7994,0,0,3209,1997,2788,7994,7989,0,0,3209,1992,2788,0,0,51,0,NIL,5,0,0,0,0,0,0,0,0,0,0,0,9,7989,7985,10459,10439,11407,11427,20,0,0,0,0,17,14146,17,0,0,0,0,3,0,0,43,84,249,487,7680,1432,0,0,22880,15636,346574,355349,315824,218404,159663,399869,18739,38390,54588,115076,218956,273875,288248,296069,-120,-98,-122,3600,0,0,0,0,48.48,72
7/14/2021 6:00,60,SR-eNB04,"eNodeB Function Name=4G-eNB04, Local Cell ID=17, Cell Name=4C-eNB04-08-A, eNodeB ID=9299999, Cell FDD TDD indication=CELL_FDD",12,31872,31872,10480,1204,1204,94,10091,10076,0,0,3652,3305,3119,10076,10053,0,0,3650,3288,3115,0,0,81,0,NIL,23,0,0,0,0,0,0,0,0,0,0,0,10,10054,10045,11332,11244,12622,12712,86,0,4,0,0,34,16523,34,0,0,0,0,14,0,0,73,270,363,592,9891,2365,0,0,32660,38666,452828,485889,374092,259389,185535,340042,25815,52335,88871,169749,273697,330541,359743,367225,-120,-102,-122,3600,0,0,0,0,62.987,101
